Timestamp,Open,High,Low,Close,Volume
1325416740.0,4.58,4.58,4.58,4.58,0.0
1325416800.0,4.58,4.58,4.58,4.58,0.0
1325416860.0,4.58,4.58,4.58,4.58,0.0
1325416920.0,4.58,4.58,4.58,4.58,0.0
1325416980.0,4.58,4.58,4.58,4.58,0.0
1325417040.0,4.58,4.58,4.58,4.58,0.0
1325417100.0,4.58,4.58,4.58,4.58,0.0
1325417160.0,4.58,4.58,4.58,4.58,0.0
1325417220.0,4.58,4.58,4.58,4.58,0.0
1325417280.0,4.58,4.58,4.58,4.58,0.0
1325417340.0,4.58,4.58,4.58,4.58,0.0
1325417400.0,4.58,4.58,4.58,4.58,0.0
1325417460.0,4.58,4.58,4.58,4.58,0.0
1325417520.0,4.58,4.58,4.58,4.58,0.0
1325417580.0,4.58,4.58,4.58,4.58,0.0
1325417640.0,4.58,4.58,4.58,4.58,0.0
1325417700.0,4.58,4.58,4.58,4.58,0.0
1325417760.0,4.58,4.58,4.58,4.58,0.0
1325417820.0,4.58,4.58,4.58,4.58,0.0
1325417880.0,4.58,4.58,4.58,4.58,0.0
1325417940.0,4.58,4.58,4.58,4.58,0.0
1325418000.0,4.58,4.58,4.58,4.58,0.0
1325418060.0,4.58,4.58,4.58,4.58,0.0
1325418120.0,4.58,4.58,4.58,4.58,0.0
1325418180.0,4.58,4.58,4.58,4.58,0.0
1325418240.0,4.58,4.58,4.58,4.58,0.0
1325418300.0,4.58,4.58,4.58,4.58,0.0
1325418360.0,4.58,4.58,4.58,4.58,0.0
1325418420.0,4.58,4.58,4.58,4.58,0.0
1325418480.0,4.58,4.58,4.58,4.58,0.0
1325418540.0,4.58,4.58,4.58,4.58,0.0
1325418600.0,4.58,4.58,4.58,4.58,0.0
1325418660.0,4.58,4.58,4.58,4.58,0.0
1325418720.0,4.58,4.58,4.58,4.58,0.0
1325418780.0,4.58,4.58,4.58,4.58,0.0
1325418840.0,4.58,4.58,4.58,4.58,0.0
1325418900.0,4.58,4.58,4.58,4.58,0.0
1325418960.0,4.58,4.58,4.58,4.58,0.0
1325419020.0,4.58,4.58,4.58,4.58,0.0
1325419080.0,4.58,4.58,4.58,4.58,0.0
1325419140.0,4.58,4.58,4.58,4.58,0.0
1325419200.0,4.58,4.58,4.58,4.58,0.0
1325419260.0,4.58,4.58,4.58,4.58,0.0
1325419320.0,4.58,4.58,4.58,4.58,0.0
1325419380.0,4.58,4.58,4.58,4.58,0.0
1325419440.0,4.58,4.58,4.58,4.58,0.0
1325419500.0,4.58,4.58,4.58,4.58,0.0
1325419560.0,4.58,4.58,4.58,4.58,0.0
1325419620.0,4.58,4.58,4.58,4.58,0.0
1325419680.0,4.58,4.58,4.58,4.58,0.0
1325419740.0,4.58,4.58,4.58,4.58,0.0
1325419800.0,4.58,4.58,4.58,4.58,0.0
1325419860.0,4.58,4.58,4.58,4.58,0.0
1325419920.0,4.58,4.58,4.58,4.58,0.0
1325419980.0,4.58,4.58,4.58,4.58,0.0
1325420040.0,4.58,4.58,4.58,4.58,0.0
1325420100.0,4.58,4.58,4.58,4.58,0.0
1325420160.0,4.58,4.58,4.58,4.58,0.0
1325420220.0,4.58,4.58,4.58,4.58,0.0
1325420280.0,4.58,4.58,4.58,4.58,0.0
1325420340.0,4.58,4.58,4.58,4.58,0.0
1325420400.0,4.58,4.58,4.58,4.58,0.0
1325420460.0,4.58,4.58,4.58,4.58,0.0
1325420520.0,4.58,4.58,4.58,4.58,0.0
1325420580.0,4.58,4.58,4.58,4.58,0.0
1325420640.0,4.58,4.58,4.58,4.58,0.0
1325420700.0,4.58,4.58,4.58,4.58,0.0
1325420760.0,4.58,4.58,4.58,4.58,0.0
1325420820.0,4.58,4.58,4.58,4.58,0.0
1325420880.0,4.58,4.58,4.58,4.58,0.0
1325420940.0,4.58,4.58,4.58,4.58,0.0
1325421000.0,4.58,4.58,4.58,4.58,0.0
1325421060.0,4.58,4.58,4.58,4.58,0.0
1325421120.0,4.58,4.58,4.58,4.58,0.0
1325421180.0,4.58,4.58,4.58,4.58,0.0
1325421240.0,4.58,4.58,4.58,4.58,0.0
1325421300.0,4.58,4.58,4.58,4.58,0.0
1325421360.0,4.58,4.58,4.58,4.58,0.0
1325421420.0,4.58,4.58,4.58,4.58,0.0
1325421480.0,4.58,4.58,4.58,4.58,0.0
1325421540.0,4.58,4.58,4.58,4.58,0.0
1325421600.0,4.58,4.58,4.58,4.58,0.0
1325421660.0,4.58,4.58,4.58,4.58,0.0
1325421720.0,4.58,4.58,4.58,4.58,0.0
1325421780.0,4.58,4.58,4.58,4.58,0.0
1325421840.0,4.58,4.58,4.58,4.58,0.0
1325421900.0,4.58,4.58,4.58,4.58,0.0
1325421960.0,4.58,4.58,4.58,4.58,0.0
1325422020.0,4.58,4.58,4.58,4.58,0.0
1325422080.0,4.58,4.58,4.58,4.58,0.0
1325422140.0,4.58,4.58,4.58,4.58,0.0
1325422200.0,4.58,4.58,4.58,4.58,0.0
1325422260.0,4.58,4.58,4.58,4.58,0.0
1325422320.0,4.58,4.58,4.58,4.58,0.0
1325422380.0,4.58,4.58,4.58,4.58,0.0
1325422440.0,4.58,4.58,4.58,4.58,0.0
1325422500.0,4.58,4.58,4.58,4.58,0.0
1325422560.0,4.58,4.58,4.58,4.58,0.0
1325422620.0,4.58,4.58,4.58,4.58,0.0
1325422680.0,4.58,4.58,4.58,4.58,0.0
1325422740.0,4.58,4.58,4.58,4.58,0.0
1325422800.0,4.58,4.58,4.58,4.58,0.0
1325422860.0,4.58,4.58,4.58,4.58,0.0
1325422920.0,4.58,4.58,4.58,4.58,0.0
1325422980.0,4.58,4.58,4.58,4.58,0.0
1325423040.0,4.58,4.58,4.58,4.58,0.0
1325423100.0,4.58,4.58,4.58,4.58,0.0
1325423160.0,4.58,4.58,4.58,4.58,0.0
1325423220.0,4.58,4.58,4.58,4.58,0.0
1325423280.0,4.58,4.58,4.58,4.58,0.0
1325423340.0,4.58,4.58,4.58,4.58,0.0
1325423400.0,4.58,4.58,4.58,4.58,0.0
1325423460.0,4.58,4.58,4.58,4.58,0.0
1325423520.0,4.58,4.58,4.58,4.58,0.0
1325423580.0,4.58,4.58,4.58,4.58,0.0
1325423640.0,4.58,4.58,4.58,4.58,0.0
1325423700.0,4.58,4.58,4.58,4.58,0.0
1325423760.0,4.58,4.58,4.58,4.58,0.0
1325423820.0,4.58,4.58,4.58,4.58,0.0
1325423880.0,4.58,4.58,4.58,4.58,0.0
1325423940.0,4.58,4.58,4.58,4.58,0.0
1325424000.0,4.58,4.58,4.58,4.58,0.0
1325424060.0,4.58,4.58,4.58,4.58,0.0
1325424120.0,4.58,4.58,4.58,4.58,0.0
1325424180.0,4.58,4.58,4.58,4.58,0.0
1325424240.0,4.58,4.58,4.58,4.58,0.0
1325424300.0,4.58,4.58,4.58,4.58,0.0
1325424360.0,4.58,4.58,4.58,4.58,0.0
1325424420.0,4.58,4.58,4.58,4.58,0.0
1325424480.0,4.58,4.58,4.58,4.58,0.0
1325424540.0,4.58,4.58,4.58,4.58,0.0
1325424600.0,4.58,4.58,4.58,4.58,0.0
1325424660.0,4.58,4.58,4.58,4.58,0.0
1325424720.0,4.58,4.58,4.58,4.58,0.0
1325424780.0,4.58,4.58,4.58,4.58,0.0
1325424840.0,4.58,4.58,4.58,4.58,0.0
1325424900.0,4.58,4.58,4.58,4.58,0.0
1325424960.0,4.58,4.58,4.58,4.58,0.0
1325425020.0,4.58,4.58,4.58,4.58,0.0
1325425080.0,4.58,4.58,4.58,4.58,0.0
1325425140.0,4.58,4.58,4.58,4.58,0.0
1325425200.0,4.58,4.58,4.58,4.58,0.0
1325425260.0,4.58,4.58,4.58,4.58,0.0
1325425320.0,4.58,4.58,4.58,4.58,0.0
1325425380.0,4.58,4.58,4.58,4.58,0.0
1325425440.0,4.58,4.58,4.58,4.58,0.0
1325425500.0,4.58,4.58,4.58,4.58,0.0
1325425560.0,4.58,4.58,4.58,4.58,0.0
1325425620.0,4.58,4.58,4.58,4.58,0.0
1325425680.0,4.58,4.58,4.58,4.58,0.0
1325425740.0,4.58,4.58,4.58,4.58,0.0
1325425800.0,4.58,4.58,4.58,4.58,0.0
1325425860.0,4.58,4.58,4.58,4.58,0.0
1325425920.0,4.58,4.58,4.58,4.58,0.0
1325425980.0,4.58,4.58,4.58,4.58,0.0
1325426040.0,4.58,4.58,4.58,4.58,0.0
1325426100.0,4.58,4.58,4.58,4.58,0.0
1325426160.0,4.58,4.58,4.58,4.58,0.0
1325426220.0,4.58,4.58,4.58,4.58,0.0
1325426280.0,4.58,4.58,4.58,4.58,0.0
1325426340.0,4.58,4.58,4.58,4.58,0.0
1325426400.0,4.58,4.58,4.58,4.58,0.0
1325426460.0,4.58,4.58,4.58,4.58,0.0
1325426520.0,4.58,4.58,4.58,4.58,0.0
1325426580.0,4.58,4.58,4.58,4.58,0.0
1325426640.0,4.58,4.58,4.58,4.58,0.0
1325426700.0,4.58,4.58,4.58,4.58,0.0
1325426760.0,4.58,4.58,4.58,4.58,0.0
1325426820.0,4.58,4.58,4.58,4.58,0.0
1325426880.0,4.58,4.58,4.58,4.58,0.0
1325426940.0,4.58,4.58,4.58,4.58,0.0
1325427000.0,4.58,4.58,4.58,4.58,0.0
1325427060.0,4.58,4.58,4.58,4.58,0.0
1325427120.0,4.58,4.58,4.58,4.58,0.0
1325427180.0,4.58,4.58,4.58,4.58,0.0
1325427240.0,4.58,4.58,4.58,4.58,0.0
1325427300.0,4.58,4.58,4.58,4.58,0.0
1325427360.0,4.58,4.58,4.58,4.58,0.0
1325427420.0,4.58,4.58,4.58,4.58,0.0
1325427480.0,4.58,4.58,4.58,4.58,0.0
1325427540.0,4.58,4.58,4.58,4.58,0.0
1325427600.0,4.58,4.58,4.58,4.58,0.0
1325427660.0,4.58,4.58,4.58,4.58,0.0
1325427720.0,4.58,4.58,4.58,4.58,0.0
1325427780.0,4.58,4.58,4.58,4.58,0.0
1325427840.0,4.58,4.58,4.58,4.58,0.0
1325427900.0,4.58,4.58,4.58,4.58,0.0
1325427960.0,4.58,4.58,4.58,4.58,0.0
1325428020.0,4.58,4.58,4.58,4.58,0.0
1325428080.0,4.58,4.58,4.58,4.58,0.0
1325428140.0,4.58,4.58,4.58,4.58,0.0
1325428200.0,4.58,4.58,4.58,4.58,0.0
1325428260.0,4.58,4.58,4.58,4.58,0.0
1325428320.0,4.58,4.58,4.58,4.58,0.0
1325428380.0,4.58,4.58,4.58,4.58,0.0
1325428440.0,4.58,4.58,4.58,4.58,0.0
1325428500.0,4.58,4.58,4.58,4.58,0.0
1325428560.0,4.58,4.58,4.58,4.58,0.0
1325428620.0,4.58,4.58,4.58,4.58,0.0
1325428680.0,4.58,4.58,4.58,4.58,0.0
1325428740.0,4.58,4.58,4.58,4.58,0.0
1325428800.0,4.58,4.58,4.58,4.58,0.0
1325428860.0,4.58,4.58,4.58,4.58,0.0
1325428920.0,4.58,4.58,4.58,4.58,0.0
1325428980.0,4.58,4.58,4.58,4.58,0.0
1325429040.0,4.58,4.58,4.58,4.58,0.0
1325429100.0,4.58,4.58,4.58,4.58,0.0
1325429160.0,4.58,4.58,4.58,4.58,0.0
1325429220.0,4.58,4.58,4.58,4.58,0.0
1325429280.0,4.58,4.58,4.58,4.58,0.0
1325429340.0,4.58,4.58,4.58,4.58,0.0
1325429400.0,4.58,4.58,4.58,4.58,0.0
1325429460.0,4.58,4.58,4.58,4.58,0.0
1325429520.0,4.58,4.58,4.58,4.58,0.0
1325429580.0,4.58,4.58,4.58,4.58,0.0
1325429640.0,4.58,4.58,4.58,4.58,0.0
1325429700.0,4.58,4.58,4.58,4.58,0.0
1325429760.0,4.58,4.58,4.58,4.58,0.0
1325429820.0,4.58,4.58,4.58,4.58,0.0
1325429880.0,4.58,4.58,4.58,4.58,0.0
1325429940.0,4.58,4.58,4.58,4.58,0.0
1325430000.0,4.58,4.58,4.58,4.58,0.0
1325430060.0,4.58,4.58,4.58,4.58,0.0
1325430120.0,4.58,4.58,4.58,4.58,0.0
1325430180.0,4.58,4.58,4.58,4.58,0.0
1325430240.0,4.58,4.58,4.58,4.58,0.0
1325430300.0,4.58,4.58,4.58,4.58,0.0
1325430360.0,4.58,4.58,4.58,4.58,0.0
1325430420.0,4.58,4.58,4.58,4.58,0.0
1325430480.0,4.58,4.58,4.58,4.58,0.0
1325430540.0,4.58,4.58,4.58,4.58,0.0
1325430600.0,4.58,4.58,4.58,4.58,0.0
1325430660.0,4.58,4.58,4.58,4.58,0.0
1325430720.0,4.58,4.58,4.58,4.58,0.0
1325430780.0,4.58,4.58,4.58,4.58,0.0
1325430840.0,4.58,4.58,4.58,4.58,0.0
1325430900.0,4.58,4.58,4.58,4.58,0.0
1325430960.0,4.58,4.58,4.58,4.58,0.0
1325431020.0,4.58,4.58,4.58,4.58,0.0
1325431080.0,4.58,4.58,4.58,4.58,0.0
1325431140.0,4.58,4.58,4.58,4.58,0.0
1325431200.0,4.58,4.58,4.58,4.58,0.0
1325431260.0,4.58,4.58,4.58,4.58,0.0
1325431320.0,4.58,4.58,4.58,4.58,0.0
1325431380.0,4.58,4.58,4.58,4.58,0.0
1325431440.0,4.58,4.58,4.58,4.58,0.0
1325431500.0,4.58,4.58,4.58,4.58,0.0
1325431560.0,4.58,4.58,4.58,4.58,0.0
1325431620.0,4.58,4.58,4.58,4.58,0.0
1325431680.0,4.58,4.58,4.58,4.58,0.0
1325431740.0,4.58,4.58,4.58,4.58,0.0
1325431800.0,4.58,4.58,4.58,4.58,0.0
1325431860.0,4.58,4.58,4.58,4.58,0.0
1325431920.0,4.58,4.58,4.58,4.58,0.0
1325431980.0,4.58,4.58,4.58,4.58,0.0
1325432040.0,4.58,4.58,4.58,4.58,0.0
1325432100.0,4.58,4.58,4.58,4.58,0.0
1325432160.0,4.58,4.58,4.58,4.58,0.0
1325432220.0,4.58,4.58,4.58,4.58,0.0
1325432280.0,4.58,4.58,4.58,4.58,0.0
1325432340.0,4.58,4.58,4.58,4.58,0.0
1325432400.0,4.58,4.58,4.58,4.58,0.0
1325432460.0,4.58,4.58,4.58,4.58,0.0
1325432520.0,4.58,4.58,4.58,4.58,0.0
1325432580.0,4.58,4.58,4.58,4.58,0.0
1325432640.0,4.58,4.58,4.58,4.58,0.0
1325432700.0,4.58,4.58,4.58,4.58,0.0
1325432760.0,4.58,4.58,4.58,4.58,0.0
1325432820.0,4.58,4.58,4.58,4.58,0.0
1325432880.0,4.58,4.58,4.58,4.58,0.0
1325432940.0,4.58,4.58,4.58,4.58,0.0
1325433000.0,4.58,4.58,4.58,4.58,0.0
1325433060.0,4.58,4.58,4.58,4.58,0.0
1325433120.0,4.58,4.58,4.58,4.58,0.0
1325433180.0,4.58,4.58,4.58,4.58,0.0
1325433240.0,4.58,4.58,4.58,4.58,0.0
1325433300.0,4.58,4.58,4.58,4.58,0.0
1325433360.0,4.58,4.58,4.58,4.58,0.0
1325433420.0,4.58,4.58,4.58,4.58,0.0
1325433480.0,4.58,4.58,4.58,4.58,0.0
1325433540.0,4.58,4.58,4.58,4.58,0.0
1325433600.0,4.58,4.58,4.58,4.58,0.0
1325433660.0,4.58,4.58,4.58,4.58,0.0
1325433720.0,4.58,4.58,4.58,4.58,0.0
1325433780.0,4.58,4.58,4.58,4.58,0.0
1325433840.0,4.58,4.58,4.58,4.58,0.0
1325433900.0,4.58,4.58,4.58,4.58,0.0
1325433960.0,4.58,4.58,4.58,4.58,0.0
1325434020.0,4.58,4.58,4.58,4.58,0.0
1325434080.0,4.58,4.58,4.58,4.58,0.0
1325434140.0,4.58,4.58,4.58,4.58,0.0
1325434200.0,4.58,4.58,4.58,4.58,0.0
1325434260.0,4.58,4.58,4.58,4.58,0.0
1325434320.0,4.58,4.58,4.58,4.58,0.0
1325434380.0,4.58,4.58,4.58,4.58,0.0
1325434440.0,4.58,4.58,4.58,4.58,0.0
1325434500.0,4.58,4.58,4.58,4.58,0.0
1325434560.0,4.58,4.58,4.58,4.58,0.0
1325434620.0,4.58,4.58,4.58,4.58,0.0
1325434680.0,4.58,4.58,4.58,4.58,0.0
1325434740.0,4.58,4.58,4.58,4.58,0.0
1325434800.0,4.58,4.58,4.58,4.58,0.0
1325434860.0,4.58,4.58,4.58,4.58,0.0
1325434920.0,4.58,4.58,4.58,4.58,0.0
1325434980.0,4.58,4.58,4.58,4.58,0.0
1325435040.0,4.58,4.58,4.58,4.58,0.0
1325435100.0,4.58,4.58,4.58,4.58,0.0
1325435160.0,4.58,4.58,4.58,4.58,0.0
1325435220.0,4.58,4.58,4.58,4.58,0.0
1325435280.0,4.58,4.58,4.58,4.58,0.0
1325435340.0,4.58,4.58,4.58,4.58,0.0
1325435400.0,4.58,4.58,4.58,4.58,0.0
1325435460.0,4.58,4.58,4.58,4.58,0.0
1325435520.0,4.58,4.58,4.58,4.58,0.0
1325435580.0,4.58,4.58,4.58,4.58,0.0
1325435640.0,4.58,4.58,4.58,4.58,0.0
1325435700.0,4.58,4.58,4.58,4.58,0.0
1325435760.0,4.58,4.58,4.58,4.58,0.0
1325435820.0,4.58,4.58,4.58,4.58,0.0
1325435880.0,4.58,4.58,4.58,4.58,0.0
1325435940.0,4.58,4.58,4.58,4.58,0.0
1325436000.0,4.58,4.58,4.58,4.58,0.0
1325436060.0,4.58,4.58,4.58,4.58,0.0
1325436120.0,4.58,4.58,4.58,4.58,0.0
1325436180.0,4.58,4.58,4.58,4.58,0.0
1325436240.0,4.58,4.58,4.58,4.58,0.0
1325436300.0,4.58,4.58,4.58,4.58,0.0
1325436360.0,4.58,4.58,4.58,4.58,0.0
1325436420.0,4.58,4.58,4.58,4.58,0.0
1325436480.0,4.58,4.58,4.58,4.58,0.0
1325436540.0,4.58,4.58,4.58,4.58,0.0
1325436600.0,4.58,4.58,4.58,4.58,0.0
1325436660.0,4.58,4.58,4.58,4.58,0.0
1325436720.0,4.58,4.58,4.58,4.58,0.0
1325436780.0,4.58,4.58,4.58,4.58,0.0
1325436840.0,4.58,4.58,4.58,4.58,0.0
1325436900.0,4.58,4.58,4.58,4.58,0.0
1325436960.0,4.58,4.58,4.58,4.58,0.0
1325437020.0,4.58,4.58,4.58,4.58,0.0
1325437080.0,4.58,4.58,4.58,4.58,0.0
1325437140.0,4.58,4.58,4.58,4.58,0.0
1325437200.0,4.58,4.58,4.58,4.58,0.0
1325437260.0,4.58,4.58,4.58,4.58,0.0
1325437320.0,4.58,4.58,4.58,4.58,0.0
1325437380.0,4.58,4.58,4.58,4.58,0.0
1325437440.0,4.58,4.58,4.58,4.58,0.0
1325437500.0,4.58,4.58,4.58,4.58,0.0
1325437560.0,4.58,4.58,4.58,4.58,0.0
1325437620.0,4.58,4.58,4.58,4.58,0.0
1325437680.0,4.58,4.58,4.58,4.58,0.0
1325437740.0,4.58,4.58,4.58,4.58,0.0
1325437800.0,4.58,4.58,4.58,4.58,0.0
1325437860.0,4.58,4.58,4.58,4.58,0.0
1325437920.0,4.58,4.58,4.58,4.58,0.0
1325437980.0,4.58,4.58,4.58,4.58,0.0
1325438040.0,4.58,4.58,4.58,4.58,0.0
1325438100.0,4.58,4.58,4.58,4.58,0.0
1325438160.0,4.58,4.58,4.58,4.58,0.0
1325438220.0,4.58,4.58,4.58,4.58,0.0
1325438280.0,4.58,4.58,4.58,4.58,0.0
1325438340.0,4.58,4.58,4.58,4.58,0.0
1325438400.0,4.58,4.58,4.58,4.58,0.0
1325438460.0,4.58,4.58,4.58,4.58,0.0
1325438520.0,4.58,4.58,4.58,4.58,0.0
1325438580.0,4.58,4.58,4.58,4.58,0.0
1325438640.0,4.58,4.58,4.58,4.58,0.0
1325438700.0,4.58,4.58,4.58,4.58,0.0
1325438760.0,4.58,4.58,4.58,4.58,0.0
1325438820.0,4.58,4.58,4.58,4.58,0.0
1325438880.0,4.58,4.58,4.58,4.58,0.0
1325438940.0,4.58,4.58,4.58,4.58,0.0
1325439000.0,4.58,4.58,4.58,4.58,0.0
1325439060.0,4.58,4.58,4.58,4.58,0.0
1325439120.0,4.58,4.58,4.58,4.58,0.0
1325439180.0,4.58,4.58,4.58,4.58,0.0
1325439240.0,4.58,4.58,4.58,4.58,0.0
1325439300.0,4.58,4.58,4.58,4.58,0.0
1325439360.0,4.58,4.58,4.58,4.58,0.0
1325439420.0,4.58,4.58,4.58,4.58,0.0
1325439480.0,4.58,4.58,4.58,4.58,0.0
1325439540.0,4.58,4.58,4.58,4.58,0.0
1325439600.0,4.58,4.58,4.58,4.58,0.0
1325439660.0,4.58,4.58,4.58,4.58,0.0
1325439720.0,4.58,4.58,4.58,4.58,0.0
1325439780.0,4.58,4.58,4.58,4.58,0.0
1325439840.0,4.58,4.58,4.58,4.58,0.0
1325439900.0,4.58,4.58,4.58,4.58,0.0
1325439960.0,4.58,4.58,4.58,4.58,0.0
1325440020.0,4.58,4.58,4.58,4.58,0.0
1325440080.0,4.58,4.58,4.58,4.58,0.0
1325440140.0,4.58,4.58,4.58,4.58,0.0
1325440200.0,4.58,4.58,4.58,4.58,0.0
1325440260.0,4.58,4.58,4.58,4.58,0.0
1325440320.0,4.58,4.58,4.58,4.58,0.0
1325440380.0,4.58,4.58,4.58,4.58,0.0
1325440440.0,4.58,4.58,4.58,4.58,0.0
1325440500.0,4.58,4.58,4.58,4.58,0.0
1325440560.0,4.58,4.58,4.58,4.58,0.0
1325440620.0,4.58,4.58,4.58,4.58,0.0
1325440680.0,4.58,4.58,4.58,4.58,0.0
1325440740.0,4.58,4.58,4.58,4.58,0.0
1325440800.0,4.58,4.58,4.58,4.58,0.0
1325440860.0,4.58,4.58,4.58,4.58,0.0
1325440920.0,4.58,4.58,4.58,4.58,0.0
1325440980.0,4.58,4.58,4.58,4.58,0.0
1325441040.0,4.58,4.58,4.58,4.58,0.0
1325441100.0,4.58,4.58,4.58,4.58,0.0
1325441160.0,4.58,4.58,4.58,4.58,0.0
1325441220.0,4.58,4.58,4.58,4.58,0.0
1325441280.0,4.58,4.58,4.58,4.58,0.0
1325441340.0,4.58,4.58,4.58,4.58,0.0
1325441400.0,4.58,4.58,4.58,4.58,0.0
1325441460.0,4.58,4.58,4.58,4.58,0.0
1325441520.0,4.58,4.58,4.58,4.58,0.0
1325441580.0,4.58,4.58,4.58,4.58,0.0
1325441640.0,4.58,4.58,4.58,4.58,0.0
1325441700.0,4.58,4.58,4.58,4.58,0.0
1325441760.0,4.58,4.58,4.58,4.58,0.0
1325441820.0,4.58,4.58,4.58,4.58,0.0
1325441880.0,4.58,4.58,4.58,4.58,0.0
1325441940.0,4.58,4.58,4.58,4.58,0.0
1325442000.0,4.58,4.58,4.58,4.58,0.0
1325442060.0,4.58,4.58,4.58,4.58,0.0
1325442120.0,4.58,4.58,4.58,4.58,0.0
1325442180.0,4.58,4.58,4.58,4.58,0.0
1325442240.0,4.58,4.58,4.58,4.58,0.0
1325442300.0,4.58,4.58,4.58,4.58,0.0
1325442360.0,4.58,4.58,4.58,4.58,0.0
1325442420.0,4.58,4.58,4.58,4.58,0.0
1325442480.0,4.58,4.58,4.58,4.58,0.0
1325442540.0,4.58,4.58,4.58,4.58,0.0
1325442600.0,4.58,4.58,4.58,4.58,0.0
1325442660.0,4.58,4.58,4.58,4.58,0.0
1325442720.0,4.58,4.58,4.58,4.58,0.0
1325442780.0,4.58,4.58,4.58,4.58,0.0
1325442840.0,4.58,4.58,4.58,4.58,0.0
1325442900.0,4.58,4.58,4.58,4.58,0.0
1325442960.0,4.58,4.58,4.58,4.58,0.0
